slice_id,patient_id,baseline_method,clean_x,clean_y,N_5_x,N_5_y,S_5_x,S_5_y,E_5_x,E_5_y,W_5_x,W_5_y,N_10_x,N_10_y,S_10_x,S_10_y,E_10_x,E_10_y,W_10_x,W_10_y
img0018_slice_068,img0018,CoM,236,231,236.0,226.0,236.0,236.0,241.0,231.0,231.0,231.0,236.0,221.0,236.0,241.0,246.0,231.0,,
img0018_slice_069,img0018,CoM,233,234,233.0,229.0,233.0,239.0,238.0,234.0,228.0,234.0,233.0,224.0,233.0,244.0,243.0,234.0,223.0,234.0
img0018_slice_070,img0018,CoM,229,235,229.0,230.0,229.0,240.0,234.0,235.0,224.0,235.0,,,229.0,245.0,239.0,235.0,219.0,235.0
img0018_slice_071,img0018,CoM,227,234,227.0,229.0,227.0,239.0,232.0,234.0,222.0,234.0,227.0,224.0,227.0,244.0,237.0,234.0,217.0,234.0
img0018_slice_072,img0018,CoM,225,235,225.0,230.0,225.0,240.0,230.0,235.0,220.0,235.0,225.0,225.0,225.0,245.0,235.0,235.0,215.0,235.0
img0018_slice_073,img0018,CoM,223,233,223.0,228.0,223.0,238.0,228.0,233.0,218.0,233.0,223.0,223.0,223.0,243.0,233.0,233.0,213.0,233.0
img0018_slice_074,img0018,CoM,222,231,222.0,226.0,222.0,236.0,227.0,231.0,217.0,231.0,222.0,221.0,222.0,241.0,232.0,231.0,212.0,231.0
img0018_slice_075,img0018,CoM,221,229,221.0,224.0,221.0,234.0,226.0,229.0,216.0,229.0,221.0,219.0,221.0,239.0,231.0,229.0,211.0,229.0
img0018_slice_076,img0018,CoM,220,224,220.0,219.0,220.0,229.0,225.0,224.0,215.0,224.0,220.0,214.0,220.0,234.0,230.0,224.0,210.0,224.0
img0018_slice_077,img0018,CoM,218,214,218.0,209.0,218.0,219.0,223.0,214.0,213.0,214.0,218.0,204.0,218.0,224.0,228.0,214.0,208.0,214.0
img0018_slice_078,img0018,CoM,214,194,214.0,189.0,214.0,199.0,219.0,194.0,209.0,194.0,214.0,184.0,214.0,204.0,224.0,194.0,204.0,194.0
img0018_slice_079,img0018,CoM,216,176,216.0,171.0,216.0,181.0,221.0,176.0,211.0,176.0,216.0,166.0,216.0,186.0,226.0,176.0,206.0,176.0
img0018_slice_080,img0018,CoM,222,172,222.0,167.0,222.0,177.0,227.0,172.0,217.0,172.0,222.0,162.0,222.0,182.0,232.0,172.0,212.0,172.0
img0018_slice_081,img0018,CoM,226,178,226.0,173.0,226.0,183.0,231.0,178.0,221.0,178.0,226.0,168.0,226.0,188.0,236.0,178.0,216.0,178.0
img0018_slice_082,img0018,CoM,224,186,224.0,181.0,,,229.0,186.0,,,224.0,176.0,,,234.0,186.0,,
img0018_slice_083,img0018,Distance_Transform,171,259,171.0,254.0,171.0,264.0,176.0,259.0,166.0,259.0,171.0,249.0,171.0,269.0,181.0,259.0,161.0,259.0
img0018_slice_084,img0018,Distance_Transform,169,260,169.0,255.0,169.0,265.0,174.0,260.0,164.0,260.0,169.0,250.0,169.0,270.0,179.0,260.0,159.0,260.0
img0018_slice_085,img0018,CoM,172,258,172.0,253.0,172.0,263.0,177.0,258.0,167.0,258.0,172.0,248.0,172.0,268.0,,,162.0,258.0
img0018_slice_086,img0018,CoM,169,258,169.0,253.0,169.0,263.0,174.0,258.0,164.0,258.0,169.0,248.0,169.0,268.0,179.0,258.0,159.0,258.0
img0018_slice_087,img0018,CoM,167,259,167.0,254.0,167.0,264.0,172.0,259.0,162.0,259.0,167.0,249.0,167.0,269.0,177.0,259.0,157.0,259.0
img0018_slice_088,img0018,CoM,166,260,166.0,255.0,166.0,265.0,171.0,260.0,161.0,260.0,166.0,250.0,166.0,270.0,176.0,260.0,156.0,260.0
img0015_slice_036,img0015,CoM,288,190,288.0,185.0,288.0,195.0,293.0,190.0,283.0,190.0,288.0,180.0,288.0,200.0,298.0,190.0,278.0,190.0
img0015_slice_037,img0015,CoM,285,185,285.0,180.0,285.0,190.0,290.0,185.0,280.0,185.0,285.0,175.0,285.0,195.0,295.0,185.0,275.0,185.0
img0015_slice_038,img0015,CoM,282,185,282.0,180.0,282.0,190.0,287.0,185.0,277.0,185.0,282.0,175.0,282.0,195.0,292.0,185.0,272.0,185.0
img0015_slice_039,img0015,CoM,277,187,277.0,182.0,277.0,192.0,282.0,187.0,272.0,187.0,277.0,177.0,277.0,197.0,287.0,187.0,267.0,187.0
img0015_slice_040,img0015,Distance_Transform,261,168,261.0,163.0,261.0,173.0,266.0,168.0,256.0,168.0,261.0,158.0,261.0,178.0,271.0,168.0,251.0,168.0
img0015_slice_041,img0015,Distance_Transform,254,167,254.0,162.0,254.0,172.0,259.0,167.0,249.0,167.0,254.0,157.0,254.0,177.0,264.0,167.0,244.0,167.0
img0015_slice_042,img0015,Distance_Transform,252,170,252.0,165.0,252.0,175.0,257.0,170.0,247.0,170.0,252.0,160.0,252.0,180.0,262.0,170.0,242.0,170.0
img0015_slice_043,img0015,Distance_Transform,243,162,243.0,157.0,243.0,167.0,248.0,162.0,238.0,162.0,243.0,152.0,243.0,172.0,253.0,162.0,233.0,162.0
img0015_slice_044,img0015,Distance_Transform,233,171,233.0,166.0,233.0,176.0,238.0,171.0,228.0,171.0,233.0,161.0,233.0,181.0,243.0,171.0,223.0,171.0
img0015_slice_045,img0015,Distance_Transform,293,99,293.0,94.0,293.0,104.0,298.0,99.0,288.0,99.0,293.0,89.0,293.0,109.0,303.0,99.0,283.0,99.0
img0015_slice_046,img0015,Distance_Transform,289,105,289.0,100.0,289.0,110.0,294.0,105.0,284.0,105.0,289.0,95.0,289.0,115.0,299.0,105.0,279.0,105.0
img0015_slice_047,img0015,CoM,267,189,267.0,184.0,267.0,194.0,272.0,189.0,262.0,189.0,267.0,179.0,267.0,199.0,277.0,189.0,257.0,189.0
img0015_slice_048,img0015,CoM,268,183,268.0,178.0,268.0,188.0,273.0,183.0,263.0,183.0,268.0,173.0,268.0,193.0,278.0,183.0,258.0,183.0
img0015_slice_049,img0015,CoM,269,181,,,269.0,186.0,274.0,181.0,264.0,181.0,,,269.0,191.0,,,259.0,181.0
img0015_slice_050,img0015,Distance_Transform,275,125,275.0,120.0,275.0,130.0,280.0,125.0,270.0,125.0,275.0,115.0,275.0,135.0,285.0,125.0,265.0,125.0
img0015_slice_051,img0015,Distance_Transform,275,128,275.0,123.0,275.0,133.0,280.0,128.0,270.0,128.0,275.0,118.0,275.0,138.0,285.0,128.0,265.0,128.0
img0015_slice_052,img0015,Distance_Transform,272,132,272.0,127.0,272.0,137.0,277.0,132.0,267.0,132.0,272.0,122.0,272.0,142.0,282.0,132.0,262.0,132.0
img0015_slice_053,img0015,Distance_Transform,269,135,269.0,130.0,269.0,140.0,274.0,135.0,264.0,135.0,269.0,125.0,269.0,145.0,279.0,135.0,259.0,135.0
img0015_slice_054,img0015,Distance_Transform,266,138,266.0,133.0,266.0,143.0,271.0,138.0,261.0,138.0,266.0,128.0,266.0,148.0,276.0,138.0,256.0,138.0
img0015_slice_055,img0015,Distance_Transform,264,139,264.0,134.0,264.0,144.0,269.0,139.0,259.0,139.0,264.0,129.0,264.0,149.0,274.0,139.0,254.0,139.0
img0015_slice_056,img0015,Distance_Transform,262,141,262.0,136.0,262.0,146.0,267.0,141.0,257.0,141.0,262.0,131.0,262.0,151.0,272.0,141.0,252.0,141.0
img0015_slice_057,img0015,Distance_Transform,258,142,258.0,137.0,258.0,147.0,263.0,142.0,253.0,142.0,258.0,132.0,258.0,152.0,268.0,142.0,248.0,142.0
img0015_slice_058,img0015,Distance_Transform,247,144,247.0,139.0,247.0,149.0,252.0,144.0,242.0,144.0,247.0,134.0,247.0,154.0,257.0,144.0,237.0,144.0
img0015_slice_059,img0015,Distance_Transform,234,147,234.0,142.0,234.0,152.0,239.0,147.0,229.0,147.0,234.0,137.0,234.0,157.0,244.0,147.0,224.0,147.0
img0015_slice_060,img0015,CoM,296,225,296.0,220.0,296.0,230.0,,,291.0,225.0,296.0,215.0,296.0,235.0,,,286.0,225.0
img0015_slice_061,img0015,CoM,290,230,290.0,225.0,290.0,235.0,295.0,230.0,,,290.0,220.0,290.0,240.0,300.0,230.0,280.0,230.0
img0015_slice_062,img0015,Distance_Transform,243,149,243.0,144.0,243.0,154.0,248.0,149.0,238.0,149.0,243.0,139.0,243.0,159.0,253.0,149.0,233.0,149.0
img0015_slice_063,img0015,CoM,281,239,281.0,234.0,281.0,244.0,286.0,239.0,276.0,239.0,281.0,229.0,281.0,249.0,291.0,239.0,,
img0015_slice_064,img0015,CoM,280,240,280.0,235.0,280.0,245.0,285.0,240.0,275.0,240.0,280.0,230.0,280.0,250.0,290.0,240.0,270.0,240.0
img0015_slice_065,img0015,CoM,278,242,278.0,237.0,278.0,247.0,283.0,242.0,273.0,242.0,278.0,232.0,278.0,252.0,288.0,242.0,268.0,242.0
img0015_slice_066,img0015,CoM,276,243,276.0,238.0,276.0,248.0,281.0,243.0,271.0,243.0,276.0,233.0,276.0,253.0,286.0,243.0,266.0,243.0
img0015_slice_067,img0015,CoM,273,244,273.0,239.0,273.0,249.0,278.0,244.0,268.0,244.0,273.0,234.0,273.0,254.0,283.0,244.0,263.0,244.0
img0015_slice_068,img0015,CoM,271,243,271.0,238.0,271.0,248.0,276.0,243.0,266.0,243.0,271.0,233.0,271.0,253.0,281.0,243.0,261.0,243.0
img0015_slice_069,img0015,CoM,273,241,273.0,236.0,273.0,246.0,278.0,241.0,268.0,241.0,273.0,231.0,273.0,251.0,283.0,241.0,263.0,241.0
img0015_slice_070,img0015,CoM,275,238,275.0,233.0,275.0,243.0,280.0,238.0,270.0,238.0,275.0,228.0,275.0,248.0,285.0,238.0,265.0,238.0
img0015_slice_071,img0015,CoM,279,233,279.0,228.0,279.0,238.0,284.0,233.0,274.0,233.0,279.0,223.0,279.0,243.0,289.0,233.0,269.0,233.0
img0015_slice_072,img0015,CoM,284,226,284.0,221.0,284.0,231.0,289.0,226.0,279.0,226.0,284.0,216.0,284.0,236.0,294.0,226.0,274.0,226.0
img0015_slice_073,img0015,CoM,289,212,289.0,207.0,289.0,217.0,294.0,212.0,284.0,212.0,289.0,202.0,289.0,222.0,299.0,212.0,279.0,212.0
img0015_slice_074,img0015,CoM,289,205,289.0,200.0,289.0,210.0,294.0,205.0,284.0,205.0,289.0,195.0,289.0,215.0,299.0,205.0,279.0,205.0
img0015_slice_075,img0015,CoM,286,198,286.0,193.0,286.0,203.0,291.0,198.0,281.0,198.0,286.0,188.0,286.0,208.0,296.0,198.0,276.0,198.0
img0015_slice_076,img0015,CoM,270,191,270.0,186.0,270.0,196.0,275.0,191.0,265.0,191.0,270.0,181.0,,,280.0,191.0,260.0,191.0
img0015_slice_077,img0015,Distance_Transform,291,174,291.0,169.0,291.0,179.0,296.0,174.0,286.0,174.0,291.0,164.0,291.0,184.0,301.0,174.0,281.0,174.0
img0015_slice_078,img0015,Distance_Transform,205,268,205.0,263.0,205.0,273.0,210.0,268.0,200.0,268.0,205.0,258.0,205.0,278.0,215.0,268.0,195.0,268.0
img0015_slice_079,img0015,CoM,227,257,,,227.0,262.0,232.0,257.0,,,,,227.0,267.0,,,,
img0015_slice_080,img0015,CoM,208,268,208.0,263.0,208.0,273.0,213.0,268.0,203.0,268.0,208.0,258.0,208.0,278.0,218.0,268.0,198.0,268.0
img0015_slice_081,img0015,CoM,206,268,206.0,263.0,206.0,273.0,211.0,268.0,201.0,268.0,206.0,258.0,206.0,278.0,216.0,268.0,196.0,268.0
img0015_slice_082,img0015,CoM,205,269,205.0,264.0,205.0,274.0,210.0,269.0,200.0,269.0,205.0,259.0,205.0,279.0,215.0,269.0,195.0,269.0
img0015_slice_083,img0015,CoM,204,270,204.0,265.0,204.0,275.0,209.0,270.0,199.0,270.0,204.0,260.0,204.0,280.0,214.0,270.0,194.0,270.0
img0015_slice_084,img0015,CoM,202,271,202.0,266.0,202.0,276.0,207.0,271.0,197.0,271.0,202.0,261.0,202.0,281.0,212.0,271.0,192.0,271.0
img0011_slice_075,img0011,CoM,225,374,225.0,369.0,225.0,379.0,230.0,374.0,220.0,374.0,,,225.0,384.0,,,,
img0011_slice_076,img0011,CoM,225,371,225.0,366.0,225.0,376.0,230.0,371.0,220.0,371.0,225.0,361.0,225.0,381.0,235.0,371.0,215.0,371.0
img0011_slice_077,img0011,Distance_Transform,222,374,222.0,369.0,222.0,379.0,227.0,374.0,217.0,374.0,222.0,364.0,222.0,384.0,232.0,374.0,212.0,374.0
img0011_slice_078,img0011,Distance_Transform,225,369,225.0,364.0,225.0,374.0,230.0,369.0,220.0,369.0,225.0,359.0,225.0,379.0,235.0,369.0,215.0,369.0
img0011_slice_079,img0011,Distance_Transform,221,371,221.0,366.0,221.0,376.0,226.0,371.0,216.0,371.0,221.0,361.0,221.0,381.0,231.0,371.0,211.0,371.0
img0011_slice_080,img0011,Distance_Transform,220,372,220.0,367.0,220.0,377.0,225.0,372.0,215.0,372.0,220.0,362.0,220.0,382.0,230.0,372.0,210.0,372.0
img0011_slice_081,img0011,Distance_Transform,213,158,213.0,153.0,213.0,163.0,218.0,158.0,208.0,158.0,213.0,148.0,213.0,168.0,223.0,158.0,203.0,158.0
img0011_slice_082,img0011,Distance_Transform,212,159,212.0,154.0,212.0,164.0,217.0,159.0,207.0,159.0,212.0,149.0,212.0,169.0,222.0,159.0,202.0,159.0
img0011_slice_083,img0011,Distance_Transform,207,388,207.0,383.0,207.0,393.0,212.0,388.0,202.0,388.0,207.0,378.0,207.0,398.0,217.0,388.0,197.0,388.0
img0011_slice_084,img0011,Distance_Transform,205,388,205.0,383.0,205.0,393.0,210.0,388.0,200.0,388.0,205.0,378.0,205.0,398.0,215.0,388.0,195.0,388.0
img0011_slice_085,img0011,Distance_Transform,206,387,206.0,382.0,206.0,392.0,211.0,387.0,201.0,387.0,206.0,377.0,206.0,397.0,216.0,387.0,196.0,387.0
img0011_slice_086,img0011,Distance_Transform,206,385,206.0,380.0,206.0,390.0,211.0,385.0,201.0,385.0,206.0,375.0,206.0,395.0,216.0,385.0,196.0,385.0
img0011_slice_087,img0011,Distance_Transform,204,384,204.0,379.0,204.0,389.0,209.0,384.0,199.0,384.0,204.0,374.0,204.0,394.0,214.0,384.0,194.0,384.0
img0011_slice_088,img0011,Distance_Transform,267,123,267.0,118.0,267.0,128.0,272.0,123.0,262.0,123.0,267.0,113.0,267.0,133.0,277.0,123.0,257.0,123.0
img0011_slice_089,img0011,Distance_Transform,270,125,270.0,120.0,270.0,130.0,275.0,125.0,265.0,125.0,270.0,115.0,270.0,135.0,280.0,125.0,260.0,125.0
img0011_slice_090,img0011,Distance_Transform,276,125,276.0,120.0,276.0,130.0,281.0,125.0,271.0,125.0,276.0,115.0,276.0,135.0,286.0,125.0,266.0,125.0
img0011_slice_091,img0011,CoM,235,217,235.0,212.0,235.0,222.0,240.0,217.0,230.0,217.0,,,235.0,227.0,245.0,217.0,,
img0011_slice_092,img0011,CoM,239,217,239.0,212.0,239.0,222.0,244.0,217.0,,,,,239.0,227.0,249.0,217.0,,
img0011_slice_093,img0011,Distance_Transform,265,129,265.0,124.0,265.0,134.0,270.0,129.0,260.0,129.0,265.0,119.0,265.0,139.0,275.0,129.0,255.0,129.0
img0011_slice_094,img0011,CoM,245,214,245.0,209.0,245.0,219.0,250.0,214.0,240.0,214.0,245.0,204.0,245.0,224.0,,,,
img0011_slice_095,img0011,CoM,248,215,,,248.0,220.0,253.0,215.0,243.0,215.0,,,248.0,225.0,258.0,215.0,238.0,215.0
img0011_slice_096,img0011,CoM,254,220,254.0,215.0,254.0,225.0,259.0,220.0,249.0,220.0,,,254.0,230.0,264.0,220.0,244.0,220.0
img0011_slice_097,img0011,CoM,258,219,258.0,214.0,258.0,224.0,263.0,219.0,253.0,219.0,,,258.0,229.0,268.0,219.0,248.0,219.0
img0011_slice_098,img0011,CoM,261,220,261.0,215.0,261.0,225.0,266.0,220.0,256.0,220.0,261.0,210.0,261.0,230.0,271.0,220.0,251.0,220.0
img0011_slice_099,img0011,CoM,262,221,262.0,216.0,262.0,226.0,267.0,221.0,257.0,221.0,,,262.0,231.0,272.0,221.0,252.0,221.0
img0011_slice_100,img0011,Distance_Transform,255,142,255.0,137.0,255.0,147.0,260.0,142.0,250.0,142.0,255.0,132.0,255.0,152.0,265.0,142.0,245.0,142.0
img0011_slice_101,img0011,Distance_Transform,253,144,253.0,139.0,253.0,149.0,258.0,144.0,248.0,144.0,253.0,134.0,253.0,154.0,263.0,144.0,243.0,144.0
img0011_slice_102,img0011,CoM,263,217,,,263.0,222.0,268.0,217.0,258.0,217.0,263.0,207.0,263.0,227.0,,,253.0,217.0
img0011_slice_103,img0011,Distance_Transform,251,148,251.0,143.0,251.0,153.0,256.0,148.0,246.0,148.0,251.0,138.0,251.0,158.0,261.0,148.0,241.0,148.0
img0011_slice_104,img0011,CoM,266,216,266.0,211.0,266.0,221.0,271.0,216.0,261.0,216.0,266.0,206.0,266.0,226.0,276.0,216.0,256.0,216.0
img0011_slice_105,img0011,CoM,265,214,265.0,209.0,265.0,219.0,270.0,214.0,260.0,214.0,,,265.0,224.0,275.0,214.0,255.0,214.0
img0011_slice_106,img0011,Distance_Transform,249,150,249.0,145.0,249.0,155.0,254.0,150.0,244.0,150.0,249.0,140.0,249.0,160.0,259.0,150.0,239.0,150.0
img0011_slice_107,img0011,Distance_Transform,244,151,244.0,146.0,244.0,156.0,249.0,151.0,239.0,151.0,244.0,141.0,244.0,161.0,254.0,151.0,234.0,151.0
img0011_slice_108,img0011,CoM,265,217,265.0,212.0,,,270.0,217.0,260.0,217.0,265.0,207.0,265.0,227.0,275.0,217.0,255.0,217.0
img0011_slice_109,img0011,Distance_Transform,214,149,214.0,144.0,214.0,154.0,219.0,149.0,209.0,149.0,214.0,139.0,214.0,159.0,224.0,149.0,204.0,149.0
img0011_slice_110,img0011,CoM,263,224,263.0,219.0,263.0,229.0,268.0,224.0,258.0,224.0,263.0,214.0,263.0,234.0,273.0,224.0,253.0,224.0
img0011_slice_111,img0011,CoM,263,227,263.0,222.0,263.0,232.0,268.0,227.0,258.0,227.0,263.0,217.0,263.0,237.0,273.0,227.0,253.0,227.0
img0011_slice_112,img0011,CoM,261,232,261.0,227.0,261.0,237.0,266.0,232.0,256.0,232.0,261.0,222.0,261.0,242.0,271.0,232.0,251.0,232.0
img0011_slice_113,img0011,CoM,261,236,261.0,231.0,261.0,241.0,266.0,236.0,256.0,236.0,261.0,226.0,261.0,246.0,271.0,236.0,251.0,236.0
img0011_slice_114,img0011,CoM,261,241,261.0,236.0,261.0,246.0,266.0,241.0,256.0,241.0,261.0,231.0,261.0,251.0,271.0,241.0,251.0,241.0
img0011_slice_115,img0011,CoM,261,242,261.0,237.0,261.0,247.0,266.0,242.0,256.0,242.0,261.0,232.0,261.0,252.0,271.0,242.0,251.0,242.0
img0011_slice_116,img0011,CoM,261,241,261.0,236.0,261.0,246.0,266.0,241.0,256.0,241.0,261.0,231.0,261.0,251.0,271.0,241.0,251.0,241.0
img0011_slice_117,img0011,CoM,262,240,262.0,235.0,262.0,245.0,267.0,240.0,,,262.0,230.0,262.0,250.0,272.0,240.0,252.0,240.0
img0011_slice_118,img0011,CoM,263,237,263.0,232.0,263.0,242.0,268.0,237.0,258.0,237.0,263.0,227.0,263.0,247.0,273.0,237.0,253.0,237.0
img0011_slice_119,img0011,CoM,264,236,264.0,231.0,264.0,241.0,269.0,236.0,259.0,236.0,264.0,226.0,264.0,246.0,274.0,236.0,254.0,236.0
img0011_slice_120,img0011,CoM,265,234,265.0,229.0,265.0,239.0,270.0,234.0,260.0,234.0,265.0,224.0,265.0,244.0,275.0,234.0,255.0,234.0
img0011_slice_121,img0011,CoM,266,230,266.0,225.0,266.0,235.0,271.0,230.0,261.0,230.0,266.0,220.0,266.0,240.0,276.0,230.0,256.0,230.0
img0011_slice_122,img0011,CoM,268,227,268.0,222.0,268.0,232.0,273.0,227.0,263.0,227.0,268.0,217.0,268.0,237.0,278.0,227.0,258.0,227.0
img0011_slice_123,img0011,CoM,268,225,268.0,220.0,268.0,230.0,273.0,225.0,263.0,225.0,268.0,215.0,268.0,235.0,278.0,225.0,258.0,225.0
img0011_slice_124,img0011,CoM,270,219,270.0,214.0,270.0,224.0,275.0,219.0,265.0,219.0,270.0,209.0,270.0,229.0,280.0,219.0,260.0,219.0
img0011_slice_125,img0011,CoM,271,212,271.0,207.0,271.0,217.0,276.0,212.0,266.0,212.0,271.0,202.0,271.0,222.0,281.0,212.0,261.0,212.0
img0011_slice_126,img0011,CoM,270,202,270.0,197.0,270.0,207.0,275.0,202.0,265.0,202.0,270.0,192.0,270.0,212.0,280.0,202.0,260.0,202.0
img0011_slice_127,img0011,CoM,270,198,270.0,193.0,270.0,203.0,275.0,198.0,265.0,198.0,270.0,188.0,270.0,208.0,280.0,198.0,260.0,198.0
img0011_slice_128,img0011,CoM,267,194,267.0,189.0,267.0,199.0,272.0,194.0,262.0,194.0,267.0,184.0,267.0,204.0,277.0,194.0,257.0,194.0
img0011_slice_129,img0011,CoM,266,191,266.0,186.0,266.0,196.0,271.0,191.0,261.0,191.0,266.0,181.0,266.0,201.0,276.0,191.0,256.0,191.0
img0011_slice_130,img0011,CoM,265,194,265.0,189.0,265.0,199.0,270.0,194.0,260.0,194.0,265.0,184.0,265.0,204.0,275.0,194.0,255.0,194.0
img0011_slice_131,img0011,CoM,265,198,265.0,193.0,265.0,203.0,270.0,198.0,260.0,198.0,265.0,188.0,265.0,208.0,275.0,198.0,255.0,198.0
img0011_slice_132,img0011,Distance_Transform,276,179,276.0,174.0,276.0,184.0,281.0,179.0,271.0,179.0,276.0,169.0,276.0,189.0,286.0,179.0,266.0,179.0
img0011_slice_133,img0011,Distance_Transform,212,274,212.0,269.0,212.0,279.0,217.0,274.0,207.0,274.0,212.0,264.0,212.0,284.0,222.0,274.0,202.0,274.0
img0011_slice_134,img0011,Distance_Transform,212,275,212.0,270.0,212.0,280.0,217.0,275.0,207.0,275.0,212.0,265.0,212.0,285.0,222.0,275.0,202.0,275.0
img0011_slice_135,img0011,Distance_Transform,212,276,212.0,271.0,212.0,281.0,217.0,276.0,207.0,276.0,212.0,266.0,212.0,286.0,222.0,276.0,202.0,276.0
img0011_slice_136,img0011,Distance_Transform,211,277,211.0,272.0,211.0,282.0,216.0,277.0,206.0,277.0,211.0,267.0,211.0,287.0,221.0,277.0,201.0,277.0
img0011_slice_137,img0011,Distance_Transform,211,278,211.0,273.0,211.0,283.0,216.0,278.0,206.0,278.0,211.0,268.0,211.0,288.0,221.0,278.0,201.0,278.0
img0011_slice_138,img0011,Distance_Transform,211,278,211.0,273.0,211.0,283.0,216.0,278.0,206.0,278.0,211.0,268.0,211.0,288.0,221.0,278.0,201.0,278.0
img0011_slice_139,img0011,Distance_Transform,260,235,260.0,230.0,260.0,240.0,265.0,235.0,255.0,235.0,260.0,225.0,260.0,245.0,270.0,235.0,250.0,235.0
img0011_slice_140,img0011,Distance_Transform,258,238,258.0,233.0,258.0,243.0,263.0,238.0,253.0,238.0,258.0,228.0,258.0,248.0,268.0,238.0,248.0,238.0
img0011_slice_141,img0011,Distance_Transform,210,279,210.0,274.0,210.0,284.0,215.0,279.0,205.0,279.0,210.0,269.0,210.0,289.0,220.0,279.0,200.0,279.0
img0011_slice_142,img0011,Distance_Transform,209,281,209.0,276.0,209.0,286.0,214.0,281.0,204.0,281.0,209.0,271.0,209.0,291.0,219.0,281.0,199.0,281.0
img0022_slice_069,img0022,CoM,266,237,266.0,232.0,266.0,242.0,271.0,237.0,261.0,237.0,266.0,227.0,266.0,247.0,276.0,237.0,256.0,237.0
img0022_slice_070,img0022,CoM,266,238,266.0,233.0,266.0,243.0,271.0,238.0,261.0,238.0,266.0,228.0,266.0,248.0,276.0,238.0,256.0,238.0
img0022_slice_071,img0022,CoM,269,248,269.0,243.0,269.0,253.0,,,264.0,248.0,269.0,238.0,269.0,258.0,,,259.0,248.0
img0022_slice_072,img0022,CoM,268,246,268.0,241.0,268.0,251.0,273.0,246.0,263.0,246.0,268.0,236.0,268.0,256.0,,,258.0,246.0
img0022_slice_073,img0022,CoM,265,238,265.0,233.0,265.0,243.0,270.0,238.0,260.0,238.0,265.0,228.0,265.0,248.0,275.0,238.0,255.0,238.0
img0022_slice_074,img0022,Distance_Transform,267,234,267.0,229.0,267.0,239.0,272.0,234.0,262.0,234.0,267.0,224.0,267.0,244.0,277.0,234.0,257.0,234.0
img0022_slice_075,img0022,Distance_Transform,220,150,220.0,145.0,220.0,155.0,225.0,150.0,215.0,150.0,220.0,140.0,220.0,160.0,230.0,150.0,210.0,150.0
img0022_slice_076,img0022,Distance_Transform,221,152,221.0,147.0,221.0,157.0,226.0,152.0,216.0,152.0,221.0,142.0,221.0,162.0,231.0,152.0,211.0,152.0
img0022_slice_077,img0022,Distance_Transform,221,152,221.0,147.0,221.0,157.0,226.0,152.0,216.0,152.0,221.0,142.0,221.0,162.0,231.0,152.0,211.0,152.0
img0022_slice_078,img0022,CoM,241,170,241.0,165.0,241.0,175.0,246.0,170.0,236.0,170.0,241.0,160.0,,,251.0,170.0,231.0,170.0
img0022_slice_079,img0022,CoM,241,165,241.0,160.0,241.0,170.0,246.0,165.0,236.0,165.0,241.0,155.0,241.0,175.0,251.0,165.0,231.0,165.0
img0022_slice_080,img0022,CoM,240,159,240.0,154.0,240.0,164.0,245.0,159.0,235.0,159.0,240.0,149.0,240.0,169.0,250.0,159.0,230.0,159.0
img0022_slice_081,img0022,CoM,241,169,241.0,164.0,241.0,174.0,246.0,169.0,236.0,169.0,241.0,159.0,241.0,179.0,251.0,169.0,231.0,169.0
img0022_slice_082,img0022,CoM,239,175,239.0,170.0,239.0,180.0,244.0,175.0,234.0,175.0,239.0,165.0,,,249.0,175.0,229.0,175.0
img0022_slice_083,img0022,CoM,238,178,238.0,173.0,238.0,183.0,243.0,178.0,233.0,178.0,238.0,168.0,,,248.0,178.0,228.0,178.0
img0022_slice_084,img0022,CoM,238,184,238.0,179.0,,,243.0,184.0,,,238.0,174.0,,,,,,
img0022_slice_085,img0022,Distance_Transform,223,353,223.0,348.0,223.0,358.0,228.0,353.0,218.0,353.0,223.0,343.0,223.0,363.0,233.0,353.0,213.0,353.0
img0022_slice_086,img0022,Distance_Transform,221,353,221.0,348.0,221.0,358.0,226.0,353.0,216.0,353.0,221.0,343.0,221.0,363.0,231.0,353.0,211.0,353.0
img0022_slice_087,img0022,Distance_Transform,258,97,258.0,92.0,258.0,102.0,263.0,97.0,253.0,97.0,258.0,87.0,258.0,107.0,268.0,97.0,248.0,97.0
img0022_slice_088,img0022,Distance_Transform,259,97,259.0,92.0,259.0,102.0,264.0,97.0,254.0,97.0,259.0,87.0,259.0,107.0,269.0,97.0,249.0,97.0
img0022_slice_089,img0022,Distance_Transform,257,99,257.0,94.0,257.0,104.0,262.0,99.0,252.0,99.0,257.0,89.0,257.0,109.0,267.0,99.0,247.0,99.0
img0022_slice_090,img0022,Distance_Transform,197,158,197.0,153.0,197.0,163.0,202.0,158.0,192.0,158.0,197.0,148.0,197.0,168.0,207.0,158.0,187.0,158.0
img0022_slice_091,img0022,Distance_Transform,196,159,196.0,154.0,196.0,164.0,201.0,159.0,191.0,159.0,196.0,149.0,196.0,169.0,206.0,159.0,186.0,159.0
img0022_slice_092,img0022,Distance_Transform,255,103,255.0,98.0,255.0,108.0,260.0,103.0,250.0,103.0,255.0,93.0,255.0,113.0,265.0,103.0,245.0,103.0
img0022_slice_093,img0022,Distance_Transform,257,103,257.0,98.0,257.0,108.0,262.0,103.0,252.0,103.0,257.0,93.0,257.0,113.0,267.0,103.0,247.0,103.0
